Adresse,CodePostal,Arrondissement ,idParcelle,latitude,longitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
125 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0037,45.757205,4.846471,0.7615280861244019,,125 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00125,125,125 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
125 RUE CHAPONNAY | 233 RUE ANDRE PHILIP,69383,Lyon 3e Arrondissement,69383000AP0061,45.75862,4.851326,0.43977043478260863,0.43742842300556584,125 Rue Chaponnay 69003 Lyon,housenumber,69383_1455_00125,125,125 Rue Chaponnay,Rue Chaponnay,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
125 RUE PIERRE CORNEILLE,69383,Lyon 3e Arrondissement,69383000AH0099,45.760542,4.844605,0.8031290909090909,,125 Rue Pierre Corneille 69003 Lyon,housenumber,69383_5475_00125,125,125 Rue Pierre Corneille,Rue Pierre Corneille,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
126 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0011,45.756703,4.846224,0.7615280861244019,,126 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00126,126,126 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
126 AVENUE LACASSAGNE,69383,Lyon 3e Arrondissement,69383000BT0006,45.746974,4.883719,0.7926394984326018,,126 Avenue Lacassagne 69003 Lyon,housenumber,69383_4080_00126,126,126 Avenue Lacassagne,Avenue Lacassagne,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
126 COURS LAFAYETTE,69383,Lyon 3e Arrondissement,69383000EN0003,45.763557,4.852089,0.7753543434343434,0.40245343108504394,126 Cours Lafayette 69003 Lyon,housenumber,69383_4095_00126,126,126 Cours Lafayette,Cours Lafayette,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
126 RUE DU DAUPHINE | 128 RUE DU DAUPHINE,69383,Lyon 3e Arrondissement,69383000DL0002,45.754355,4.873596,0.47560500967117986,,126 Rue du Dauphiné 69003 Lyon,housenumber,69383_2090_00126,126,126 Rue du Dauphiné,Rue du Dauphiné,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
126 RUE MAZENOD,69383,Lyon 3e Arrondissement,69383000AP0060,45.759092,4.851142,0.7356222134387351,,126 Rue Mazenod 69003 Lyon,housenumber,69383_4705_00126,126,126 Rue Mazenod,Rue Mazenod,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
126 RUE PAUL BERT,69383,Lyon 3e Arrondissement,69383000AS0031,45.756968,4.85518,0.7626536363636363,0.28872,126 Rue Paul Bert 69003 Lyon,housenumber,69383_5245_00126,126,126 Rue Paul Bert,Rue Paul Bert,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
127 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0036,45.757058,4.84651,0.7615280861244019,,127 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00127,127,127 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
128 RUE PAUL BERT,69383,Lyon 3e Arrondissement,69383000AS0030,45.75697,4.855382,0.7626536363636363,0.28872,128 Rue Paul Bert 69003 Lyon,housenumber,69383_5245_00128,128,128 Rue Paul Bert,Rue Paul Bert,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
129 RUE SERVIENT,69383,Lyon 3e Arrondissement,69383000AR0008,45.760891,4.8539,0.7476718181818182,,129 Rue Servient 69003 Lyon,housenumber,69383_6765_00129,129,129 Rue Servient,Rue Servient,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
127 RUE SERVIENT,69383,Lyon 3e Arrondissement,69383000AR0027,45.760843,4.853117,0.7476718181818182,,127 Rue Servient 69003 Lyon,housenumber,69383_6765_00127,127,127 Rue Servient,Rue Servient,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
128 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0012,45.75659,4.846248,0.7615280861244019,,128 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00128,128,128 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
129 AVENUE FELIX FAURE,69383,Lyon 3e Arrondissement,69383000DR0208,45.754566,4.863399,0.6765824242424242,,Avenue Félix Faure 69003 Lyon,street,69383_2685,,Avenue Félix Faure,Avenue Félix Faure,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
129 RUE GARIBALDI,69383,Lyon 3e Arrondissement,69383000EN0001,45.757496,4.852725,0.6120972727272727,,Rue Garibaldi 69003 Lyon,street,69383_3030,,Rue Garibaldi,Rue Garibaldi,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
12T RUE GUILLOUD | 12 T RUE GUILLOUD,69383,Lyon 3e Arrondissement,69383000BC0106,45.748144,4.866441,0.4067243434343434,,12ter Rue Guilloud 69003 Lyon,housenumber,69383_3395_00012_ter,12ter,12ter Rue Guilloud,Rue Guilloud,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 COURS GAMBETTA,69383,Lyon 3e Arrondissement,69383000AL0075,45.755611,4.842616,0.7566836363636363,,13 Cours Gambetta 69003 Lyon,housenumber,69383_2985_00013,13,13 Cours Gambetta,Cours Gambetta,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 COURS RICHARD VITTON,69383,Lyon 3e Arrondissement,69383000CX0009,45.753908,4.887898,0.8018169208211143,,13 Cours Richard Vitton 69003 Lyon,housenumber,69383_6040_00013,13,13 Cours Richard Vitton,Cours Richard Vitton,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE DE LA VILLETTE,69383,Lyon 3e Arrondissement,69383000EI0008,45.762725,4.862165,0.7844285893416928,0.546415041322314,13 Rue de la Villette 69003 Lyon,housenumber,69383_7480_00013,13,13 Rue de la Villette,Rue de la Villette,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE DE MONTBRILLANT,69383,Lyon 3e Arrondissement,69383000BK0066,45.749741,4.871286,0.7898154545454545,,13 Rue de Montbrillant 69003 Lyon,housenumber,69383_4873_00013,13,13 Rue de Montbrillant,Rue de Montbrillant,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE DES DAHLIAS | 11 RUE DES DAHLIAS | 15 RUE DES DAHLIAS,69383,Lyon 3e Arrondissement,69383000BE0008,45.748968,4.872116,0.3434836363636363,,13 Rue des Dahlias 69003 Lyon,housenumber,69383_2070_00013,13,13 Rue des Dahlias,Rue des Dahlias,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE DES RANCY,69383,Lyon 3e Arrondissement,69383000AN0078,45.75611,4.849315,0.7469972727272727,,13 Rue des Rancy 69003 Lyon,housenumber,69383_5910_00013,13,13 Rue des Rancy,Rue des Rancy,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE FERDINAND BUISSON | 15 RUE FERDINAND BUISSON,69383,Lyon 3e Arrondissement,69383000CV0067,45.747826,4.883502,0.48386850079744814,,13 Rue Ferdinand Buisson 69003 Lyon,housenumber,69383_2705_00013,13,13 Rue Ferdinand Buisson,Rue Ferdinand Buisson,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE FEUILLAT | 15B RUE FEUILLAT | 15 B RUE FEUILLAT | 15 RUE FEUILLAT,69383,Lyon 3e Arrondissement,69383000DL0173,45.753925,4.877172,0.27592702702702704,0.19938445887445888,13 Rue Feuillat 69003 Lyon,housenumber,69383_2755_00013,13,13 Rue Feuillat,Rue Feuillat,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE GUILLOUD,69383,Lyon 3e Arrondissement,69383000BC0088,45.748379,4.866261,0.7352267588932805,,13 Rue Guilloud 69003 Lyon,housenumber,69383_3395_00013,13,13 Rue Guilloud,Rue Guilloud,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE JEAN LARRIVE,69383,Lyon 3e Arrondissement,69383000AK0061,45.758184,4.84139,0.7680843434343434,,13 Rue Jean Larrivé 69003 Lyon,housenumber,69383_3760_00013,13,13 Rue Jean Larrivé,Rue Jean Larrivé,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE JULES VERNE | 7 RUE JULES VERNE,69383,Lyon 3e Arrondissement,69383000DI0029,45.749905,4.877101,0.4715195041322313,,13 Rue Jules Verne 69003 Lyon,housenumber,69383_4015_00013,13,13 Rue Jules Verne,Rue Jules Verne,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE LOUIS JASSERON | 17 RUE LOUIS JASSERON,69383,Lyon 3e Arrondissement,69383000DZ0087,45.76081,4.869982,0.47993087542087537,,13 Rue Louis Jasseron 69003 Lyon,housenumber,69383_4377_00013,13,13 Rue Louis Jasseron,Rue Louis Jasseron,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE LOUISE,69383,Lyon 3e Arrondissement,69383000CR0040,45.750386,4.885497,0.710797922077922,0.4183490909090909,13 Rue Louise 69003 Lyon,housenumber,69383_4375_00013,13,13 Rue Louise,Rue Louise,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE MAURICE FLANDIN | 11 RUE RIBOUD | 11 RUE MAURICE FLANDIN | 17 RUE MAURICE FLANDIN | 15 RUE MAURICE FLANDIN,69383,Lyon 3e Arrondissement,69383000EI0007,45.762602,4.863261,0.25916398230088494,0.1578591919191919,13 Rue Maurice Flandin 69003 Lyon,housenumber,69383_4680_00013,13,13 Rue Maurice Flandin,Rue Maurice Flandin,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE PROFESSEUR PAUL SISLEY | 15 RUE PROFESSEUR PAUL SISLEY | 17 RUE PROFESSEUR PAUL SISLEY,69383,Lyon 3e Arrondissement,69383000BI0059,45.751301,4.868778,0.3538242080599812,,13 Rue Professeur Paul Sisley 69003 Lyon,housenumber,69383_5790_00013,13,13 Rue Professeur Paul Sisley,Rue Professeur Paul Sisley,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE ROSSAN | 15 RUE ROSSAN,69383,Lyon 3e Arrondissement,69383000BC0039,45.748447,4.864426,0.44747311688311686,,13 Rue Rossan 69003 Lyon,housenumber,69383_6145_00013,13,13 Rue Rossan,Rue Rossan,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE SAINT AMOUR,69383,Lyon 3e Arrondissement,69383000AV0008,45.755182,4.850907,0.7566852447552448,,13 Rue Saint Amour 69003 Lyon,housenumber,69383_6230_00013,13,13 Rue Saint Amour,Rue Saint Amour,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE SAINT ISIDORE | 11B RUE SAINT ISIDORE | 13 B RUE SAINT ISIDORE | 11 B RUE SAINT ISIDORE,69383,Lyon 3e Arrondissement,69383000CY0011,45.752235,4.883883,0.2750218181818182,0.21175847341337906,13 Rue Saint Isidore 69003 Lyon,housenumber,69383_6405_00013,13,13 Rue Saint Isidore,Rue Saint Isidore,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE TERNOIS | 17 RUE TERNOIS | 28 RUE ETIENNE RICHERAND | 29 RUE D AUBIGNY | 7 RUE TERNOIS | 9 RUE TERNOIS | 30 RUE ETIENNE RICHERAND | 15 RUE TERNOIS | 11 RUE TERNOIS,69383,Lyon 3e Arrondissement,69383000EI0113,45.76283,4.866926,0.21183438832772164,0.17378094043887146,13 Rue Etienne Richerand 69003 Lyon,housenumber,69383_2595_00013,13,13 Rue Etienne Richerand,Rue Etienne Richerand,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
13 RUE VILLEBOIS MAREUIL,69383,Lyon 3e Arrondissement,69383000DL0203,45.753344,4.874034,0.7998718181818181,,13 Rue Villebois-Mareuil 69003 Lyon,housenumber,69383_7460_00013,13,13 Rue Villebois-Mareuil,Rue Villebois-Mareuil,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
131 RUE ANTOINE CHARIAL,69383,Lyon 3e Arrondissement,69383000DT0037,45.75739,4.872873,0.7996469208211142,,131 Rue Antoine Charial 69003 Lyon,housenumber,69383_0312_00131,131,131 Rue Antoine Charial,Rue Antoine Charial,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
130 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0017,45.756457,4.846276,0.7615280861244019,,130 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00130,130,130 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
130 RUE MAZENOD | 129 RUE CHAPONNAY,69383,Lyon 3e Arrondissement,69383000AP0070,45.759119,4.851491,0.4406255875831485,0.396870598669623,130 Rue Mazenod 69003 Lyon,housenumber,69383_4705_00130,130,130 Rue Mazenod,Rue Mazenod,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
131 RUE CHAPONNAY,69383,Lyon 3e Arrondissement,69383000AP0022,45.758652,4.851834,0.7551854545454545,,131 Rue Chaponnay 69003 Lyon,housenumber,69383_1455_00131,131,131 Rue Chaponnay,Rue Chaponnay,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
132 AVENUE LACASSAGNE,69383,Lyon 3e Arrondissement,69383000BT0034,45.746508,4.884778,0.7926394984326018,,132 Avenue Lacassagne 69003 Lyon,housenumber,69383_4080_00132,132,132 Avenue Lacassagne,Avenue Lacassagne,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
132 COURS LAFAYETTE,69383,Lyon 3e Arrondissement,69383000EN0019,45.763561,4.852889,0.7753543434343434,0.40245343108504394,132 Cours Lafayette 69003 Lyon,housenumber,69383_4095_00132,132,132 Cours Lafayette,Cours Lafayette,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
132 RUE DU DAUPHINE,69383,Lyon 3e Arrondissement,69383000DL0168,45.754511,4.874045,0.7764861616161616,,132 Rue du Dauphiné 69003 Lyon,housenumber,69383_2090_00132,132,132 Rue du Dauphiné,Rue du Dauphiné,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
132 RUE MAZENOD,69383,Lyon 3e Arrondissement,69383000AP0017,45.759142,4.851778,0.7356222134387351,,132 Rue Mazenod 69003 Lyon,housenumber,69383_4705_00132,132,132 Rue Mazenod,Rue Mazenod,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
132 RUE PIERRE CORNEILLE,69383,Lyon 3e Arrondissement,69383000AK0025,45.759234,4.844587,0.8031290909090909,,132 Rue Pierre Corneille 69003 Lyon,housenumber,69383_5475_00132,132,132 Rue Pierre Corneille,Rue Pierre Corneille,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
133 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0029,45.756596,4.846601,0.7615280861244019,,133 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00133,133,133 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
133 COURS ALBERT THOMAS,69383,Lyon 3e Arrondissement,69383000BN0037,45.744534,4.875454,0.7986660117302051,,133 Cours Albert Thomas 69003 Lyon,housenumber,69383_0120_00133,133,133 Cours Albert Thomas,Cours Albert Thomas,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
133 RUE BARABAN,69383,Lyon 3e Arrondissement,69383000DP0060,45.756357,4.867299,0.7390185770750988,0.3763620574162679,133 Rue Baraban 69003 Lyon,housenumber,69383_0645_00133,133,133 Rue Baraban,Rue Baraban,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
133 RUE SERVIENT,69383,Lyon 3e Arrondissement,69383000AR0007,45.761001,4.854442,0.7476718181818182,,133 Rue Servient 69003 Lyon,housenumber,69383_6765_00133,133,133 Rue Servient,Rue Servient,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
134 AVENUE LACASSAGNE,69383,Lyon 3e Arrondissement,69383000BT0048,45.746491,4.885259,0.7926394984326018,,134 Avenue Lacassagne 69003 Lyon,housenumber,69383_4080_00134,134,134 Avenue Lacassagne,Avenue Lacassagne,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
134 COURS DOCTEUR LONG,69383,Lyon 3e Arrondissement,69383000CP0013,45.752131,4.892743,0.7973218181818181,0.33169052854122616,134 Cours Docteur Long 69003 Lyon,housenumber,69383_2225_00134,134,134 Cours Docteur Long,Cours Docteur Long,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
134 COURS LAFAYETTE,69383,Lyon 3e Arrondissement,69383000EN0020,45.763562,4.853104,0.7753543434343434,0.40245343108504394,134 Cours Lafayette 69003 Lyon,housenumber,69383_4095_00134,134,134 Cours Lafayette,Cours Lafayette,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
134 RUE ANTOINE CHARIAL | 128 RUE ANTOINE CHARIAL | 132 RUE ANTOINE CHARIAL | 130 RUE ANTOINE CHARIAL | 136 RUE ANTOINE CHARIAL,69383,Lyon 3e Arrondissement,69383000DV0110,45.757141,4.874105,0.24546399427344306,,134 Rue Antoine Charial 69003 Lyon,housenumber,69383_0312_00134,134,134 Rue Antoine Charial,Rue Antoine Charial,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
135 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0028,45.756476,4.846626,0.7615280861244019,,135 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00135,135,135 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
135 COURS ALBERT THOMAS,69383,Lyon 3e Arrondissement,69383000BN0008,45.744373,4.87527,0.7986660117302051,,135 Cours Albert Thomas 69003 Lyon,housenumber,69383_0120_00135,135,135 Cours Albert Thomas,Cours Albert Thomas,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
136 RUE DU DAUPHINE,69383,Lyon 3e Arrondissement,69383000DL0010,45.754632,4.874534,0.7764861616161616,,136 Rue du Dauphiné 69003 Lyon,housenumber,69383_2090_00136,136,136 Rue du Dauphiné,Rue du Dauphiné,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
138 AVENUE FELIX FAURE,69383,Lyon 3e Arrondissement,69383000AZ0003,45.754204,4.86456,0.7977945454545454,,138 Avenue Félix Faure 69003 Lyon,housenumber,69383_2685_00138,138,138 Avenue Félix Faure,Avenue Félix Faure,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
138 ROUTE DE GENAS | 35 COURS RICHARD VITTON | 1 RUE CAMILLE | 5 RUE CAMILLE,69383,Lyon 3e Arrondissement,69383000CO0129,45.753419,4.891255,0.3250893473193473,0.29993659673659673,Cours Richard Vitton 69003 Lyon,street,69383_6040,,Cours Richard Vitton,Cours Richard Vitton,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
139 AVENUE DU MARECHAL DE SAXE,69383,Lyon 3e Arrondissement,69383000AN0019,45.756088,4.846709,0.7615280861244019,,139 Avenue Maréchal de Saxe 69003 Lyon,housenumber,69383_4535_00139,139,139 Avenue Maréchal de Saxe,Avenue Maréchal de Saxe,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
139 COURS ALBERT THOMAS,69383,Lyon 3e Arrondissement,69383000BN0009,45.744107,4.875786,0.7986660117302051,,139 Cours Albert Thomas 69003 Lyon,housenumber,69383_0120_00139,139,139 Cours Albert Thomas,Cours Albert Thomas,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 AVENUE LACASSAGNE,69383,Lyon 3e Arrondissement,69383000DR0134,45.756025,4.863852,0.7859220779220778,,14 Avenue Lacassagne 69003 Lyon,housenumber,69383_4080_00014,14,14 Avenue Lacassagne,Avenue Lacassagne,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 COURS DOCTEUR LONG,69383,Lyon 3e Arrondissement,69383000CV0006,45.74845,4.881461,0.7910522257053291,0.3531871074380165,14 Cours Docteur Long 69003 Lyon,housenumber,69383_2225_00014,14,14 Cours Docteur Long,Cours Docteur Long,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 COURS LAFAYETTE,69383,Lyon 3e Arrondissement,69383000AB0021,45.763502,4.843257,0.7675843356643356,0.4141836363636363,14 Cours Lafayette 69003 Lyon,housenumber,69383_4095_00014,14,14 Cours Lafayette,Cours Lafayette,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 QUAI VICTOR AUGAGNEUR,69383,Lyon 3e Arrondissement,69383000AI0029,45.759835,4.841154,0.8014927272727272,,14 Quai Victor Augagneur 69003 Lyon,housenumber,69383_7375_00014,14,14 Quai Victor Augagneur,Quai Victor Augagneur,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 RUE AIME COLLOMB,69383,Lyon 3e Arrondissement,69383000AL0092,45.756783,4.842202,0.7653670707070707,,14 Rue Aimé Collomb 69003 Lyon,housenumber,69383_0090_00014,14,14 Rue Aimé Collomb,Rue Aimé Collomb,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 RUE ANTOINETTE,69383,Lyon 3e Arrondissement,69383000CX0048,45.753111,4.887754,0.7534518181818182,0.48941874608150465,14 Rue Antoinette 69003 Lyon,housenumber,69383_0370_00014,14,14 Rue Antoinette,Rue Antoinette,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 RUE AUGUSTE LACROIX,69383,Lyon 3e Arrondissement,69383000AM0014,45.755006,4.845019,0.7869790909090909,,14 Rue Auguste Lacroix 69003 Lyon,housenumber,69383_0533_00014,14,14 Rue Auguste Lacroix,Rue Auguste Lacroix,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 RUE CARRY | 93 RUE DU DAUPHINE | 89 RUE DU DAUPHINE,69383,Lyon 3e Arrondissement,69383000DO0027,45.753886,4.871836,0.27823771260997066,,14 Rue Carry 69003 Lyon,housenumber,69383_1285_00014,14,14 Rue Carry,Rue Carry,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
14 RUE CHARLES RICHARD,69383,Lyon 3e Arrondissement,69383000CX0058,45.752665,4.886399,0.7920727272727273,,14 Rue Charles Richard 69003 Lyon,housenumber,69383_1525_00014,14,14 Rue Charles Richard,Rue Charles Richard,69003,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69383,,,Lyon 3e Arrondissement,ok
34 COURS FRANKLIN ROOSEVELT,69386,Lyon 6e Arrondissement,69386000AN0115,45.768778,4.846831,0.8161476623376623,,34 Cours Franklin Roosevelt 69006 Lyon,housenumber,69386_2890_00034,34,34 Cours Franklin Roosevelt,Cours Franklin Roosevelt,69006,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69386,,,Lyon 6e Arrondissement,ok
14 RUE DE L ESPERANCE | 18 IMPASSE SAINT EUSEBE | 50 RUE SAINTE ANNE DE BARABAN | 12 IMPASSE SAINT EUSEBE | 16 IMPASSE SAINT EUSEBE | 48 RUE SAINTE ANNE DE BARABAN | 12 RUE DE L ESPERANCE | 141 RUE ANTOINE CHARIAL | 137 RUE ANTOINE CHARIAL | 16 RUE DE L ESPERANCE | 14 RUE SAINT EUSEBE | 52 RUE SAINTE ANNE DE BARABAN,69383,Lyon 3e Arrondissement,69383000DV0073,,,,,,,,,,,,,,,,,,error
